Ano Fase,Fase Estat,Chamada Divulgação,Instituição Beneficiária Macro,UF Instituição Benef Macro,Grande Área,Área,Qtd Propostas,Total Geral (R$),,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Exatas e da Terra,Química,63,380795,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Antropologia,26,141427,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Arqueologia,4,19551,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Ciência Política,30,141608,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Educação,97,484009,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Filosofia,28,120703,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Geografia,40,184603,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,História,61,257524,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Psicologia,50,263123,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Sociologia,26,123281,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Humanas,Teologia,1,5110,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Administração,56,305289,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,27,139723,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Ciência da Informação,16,78233,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Comunicação,42,206977,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Demografia,2,14794,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Desenho Industrial,21,95743,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Direito,37,201446,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Economia,46,215756,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Economia Doméstica,1,4560,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Museologia,6,32196,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,24,123366,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Serviço Social,5,25758,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Ciências Sociais Aplicadas,Turismo,16,79909,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Aeroespacial,12,67502,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Biomédica,21,108381,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Civil,41,242722,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia de Energia,1,6734,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia de Materiais e Metalúrgica,63,367962,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia de Minas,4,20574,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia de Produção,39,214060,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia de Transportes,8,43152,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Elétrica,123,683321,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Mecânica,60,321770,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Naval e Oceânica,3,20938,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Nuclear,23,127833,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Química,42,216078,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Engenharia Sanitária,34,202972,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Engenharias,Microeletrônica,17,87953,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Lingüística, Letras e Artes,Artes,60,289322,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Lingüística, Letras e Artes,Letras,61,294500,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Lingüística, Letras e Artes,Lingüística,75,405716,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Não informada,NI,Outra,Divulgação Científica,9,45736,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Universidade Federal do Paraná,PR,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,9855,,
2011,Demanda,Apoio à Participação em Eventos Científicos no Exterior - AVG,Universidade Federal do Rio Grande do Sul,RS,Ciências da Saúde,Enfermagem,1,4848,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Centro de Estudos Rurais e Urbanos,SP,Ciências Humanas,Sociologia,1,4405,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Centro Estadual de Educação Tecnológica Paula Souza,SP,Ciências Exatas e da Terra,Geociências,1,18705,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Empresa Brasileira de Pesquisa Agropecuaria,DF,Ciências Agrárias,Agronomia,1,17757,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Empresa Brasileira de Pesquisa Agropecuaria,DF,Ciências Agrárias,Recursos Florestais e Engenharia Florestal,1,3757,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Empresa Brasileira de Pesquisa Agropecuaria,DF,Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,2,43809,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Faculdade Casper Libero,SP,Ciências Sociais Aplicadas,Comunicação,1,5478,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Fundação Casa de Rui Barbosa,RJ,Lingüística, Letras e Artes,Letras,2,30744,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Fundacao Getulio Vargas,RJ,Ciências Exatas e da Terra,Matemática,1,21905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Fundacao Instituto Capixaba de Pesq. em Contabilidade, Economia e Financas,ES,Ciências Sociais Aplicadas,Economia,1,4678,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Fundacao Oswaldo Cruz,RJ,Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,1,13770,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Fundacao Oswaldo Cruz,RJ,Ciências Biológicas,Zoologia,1,16229,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Instituto Agronomico de Campinas,SP,Ciências Agrárias,Agronomia,1,3942,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Instituto de Estudos Avancados em Comunicacoes,PB,Engenharias,Engenharia Elétrica,1,9035,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Instituto de Medicina Integral Professor Fernando Figueira,PE,Ciências da Saúde,Saúde Coletiva,1,7169,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Instituto Nacional de Matemática Pura e Aplicada,RJ,Ciências Exatas e da Terra,Matemática,6,75055,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Instituto Nacional de Pesquisas da Amazônia,AM,Ciências Biológicas,Zoologia,1,19755,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Instituto Nacional de Pesquisas Espaciais,SP,Ciências Exatas e da Terra,Geociências,1,6878,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Museu Paraense Emilio Goeldi,PA,Ciências Biológicas,Zoologia,1,18090,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências Humanas,Educação,1,7817,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica de Sao Paulo,SP,Ciências Humanas,Sociologia,1,6822,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Humanas,História,1,12270,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Humanas,Psicologia,1,18505,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Ciências Sociais Aplicadas,Comunicação,1,10482,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Engenharias,Engenharia de Materiais e Metalúrgica,1,13270,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Engenharias,Engenharia Mecânica,2,32915,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontificia Universidade Catolica do Rio de Janeiro,RJ,Lingüística, Letras e Artes,Letras,1,8635,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Ciências Humanas,Psicologia,1,13711,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Lingüística, Letras e Artes,Letras,2,17969,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Pontifícia Universidade Católica do Rio Grande do Sul,RS,Lingüística, Letras e Artes,Lingüística,1,5483,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Catolica de Brasilia,DF,Ciências Biológicas,Bioquímica,1,5378,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Catolica de Brasilia,DF,Ciências Biológicas,Botânica,1,9579,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Catolica de Pernambuco,PE,Ciências Biológicas,Desenvolvimento e Inovação Tecnológica em Biologia,1,5178,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Brasilia,DF,Ciências Agrárias,Medicina Veterinária,1,2878,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Brasilia,DF,Ciências Biológicas,Zoologia,1,7944,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Brasilia,DF,Ciências Humanas,Sociologia,2,9020,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Brasilia,DF,Engenharias,Engenharia Aeroespacial,1,23405,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Pernambuco,PE,Ciências da Saúde,Odontologia,1,5797,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Agrárias,Ciência e Tecnologia de Alimentos,3,40288,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Agrárias,Engenharia Agrícola,1,5278,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Agrárias,Medicina Veterinária,1,5130,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Biológicas,Imunologia,1,5735,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Biológicas,Microbiologia,1,13310,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Biológicas,Zoologia,1,10574,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências da Saúde,Educação Física,1,20405,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências da Saúde,Farmácia,1,4678,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências da Saúde,Saúde Coletiva,1,5930,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Ciência da Computação,1,7135,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Física,2,9771,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Geociências,1,2442,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Matemática,5,37981,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Exatas e da Terra,Química,1,6504,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Humanas,Educação,5,43426,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,3,15836,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Engenharias,Engenharia Biomédica,1,4204,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Engenharias,Engenharia Civil,2,5432,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Engenharias,Engenharia de Materiais e Metalúrgica,1,16270,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade de Sao Paulo,SP,Lingüística, Letras e Artes,Lingüística,1,20905,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Estado da Bahia,BA,Ciências Humanas,Educação,1,10435,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Estado do Amazonas,AM,Ciências Biológicas,Biologia Geral,1,800,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Estado do Rio de Janeiro,RJ,Ciências da Saúde,Enfermagem,1,6254,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Estado do Rio de Janeiro,RJ,Ciências da Saúde,Saúde Coletiva,1,4378,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Vale do Rio dos Sinos,RS,Ciências Biológicas,Ecologia,1,6613,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Vale do Rio dos Sinos,RS,Ciências Humanas,Educação,2,21831,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Vale do Rio dos Sinos,RS,Ciências Sociais Aplicadas,Administração,4,21441,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade do Vale do Rio dos Sinos,RS,Ciências Sociais Aplicadas,Direito,1,8378,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Campinas,SP,Ciências Agrárias,Engenharia Agrícola,2,11696,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Campinas,SP,Ciências Exatas e da Terra,Probabilidade e Estatística,1,14630,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Campinas,SP,Ciências Sociais Aplicadas,Economia,1,5017,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Campinas,SP,Engenharias,Engenharia Biomédica,1,7532,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Campinas,SP,Lingüística, Letras e Artes,Artes,1,8135,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Campinas,SP,Lingüística, Letras e Artes,Lingüística,1,4491,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Feira de Santana,BA,Ciências da Saúde,Saúde Coletiva,1,5190,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Londrina,PR,Ciências Exatas e da Terra,Física,1,20905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Londrina,PR,Ciências Humanas,Psicologia,1,5817,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Maringá,PR,Ciências Agrárias,Zootecnia,1,31255,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Maringá,PR,Ciências da Saúde,Educação Física,1,4780,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Maringá,PR,Ciências Exatas e da Terra,Matemática,2,27740,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Maringá,PR,Ciências Humanas,História,1,10096,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual de Santa Cruz,BA,Ciências Biológicas,Zoologia,1,8135,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual do Oeste do Parana,PR,Ciências Sociais Aplicadas,Planejamento Urbano e Regional,3,23004,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Agrárias,Medicina Veterinária,1,4261,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Agrárias,Recursos Pesqueiros e Engenharia de Pesca,1,3000,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Agrárias,Zootecnia,1,7063,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Biológicas,Botânica,1,10682,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Biológicas,Genética,2,12124,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Biológicas,Zoologia,2,30515,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências da Saúde,Farmácia,2,12247,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências da Saúde,Medicina,1,3678,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Exatas e da Terra,Ciências Ambientais,1,6078,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Humanas,Ciência Política,1,6740,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Humanas,Educação,2,13092,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Humanas,História,1,5378,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Humanas,Sociologia,1,10259,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Ciências Sociais Aplicadas,Arquitetura e Urbanismo,1,3757,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Engenharias,Engenharia Civil,1,8135,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Engenharias,Engenharia de Materiais e Metalúrgica,1,19305,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Lingüística, Letras e Artes,Artes,1,7435,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Estadual Paulista Júlio de Mesquita Filho,SP,Lingüística, Letras e Artes,Letras,1,4251,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal da Bahia,BA,Ciências Exatas e da Terra,Física,1,7254,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal da Bahia,BA,Ciências Exatas e da Terra,Matemática,1,4654,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal da Bahia,BA,Engenharias,Engenharia Mecânica,1,26905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal da Paraíba,PB,Ciências Agrárias,Ciência e Tecnologia de Alimentos,2,12632,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Alagoas,AL,Ciências Humanas,Sociologia,1,16426,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Ciências Biológicas,Ecologia,1,19905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Ciências Biológicas,Parasitologia,1,2478,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Ciências Exatas e da Terra,Matemática,1,6835,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Ciências Humanas,Antropologia,1,4825,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Ciências Humanas,Filosofia,2,14047,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Ciências Humanas,História,1,8235,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Goias,GO,Lingüística, Letras e Artes,Artes,1,5082,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Lavras,MG,Ciências Agrárias,Engenharia Agrícola,1,4530,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Lavras,MG,Ciências Exatas e da Terra,Física,2,35221,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Mato Grosso,MT,Ciências Exatas e da Terra,Química,1,15270,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Minas Gerais,MG,Ciências Biológicas,Microbiologia,3,15635,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Minas Gerais,MG,Ciências da Saúde,Enfermagem,1,7378,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Minas Gerais,MG,Ciências Humanas,Educação,4,30233,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Minas Gerais,MG,Ciências Sociais Aplicadas,Ciência da Informação,1,10078,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Minas Gerais,MG,Engenharias,Engenharia de Transportes,1,19717,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Minas Gerais,MG,Lingüística, Letras e Artes,Lingüística,2,8583,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pelotas,RS,Ciências Agrárias,Medicina Veterinária,1,4378,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pelotas,RS,Ciências Humanas,Arqueologia,1,5317,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pernambuco,PE,Ciências Biológicas,Botânica,1,19905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pernambuco,PE,Ciências Exatas e da Terra,Matemática,1,8135,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pernambuco,PE,Ciências Exatas e da Terra,Oceanografia,1,5930,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pernambuco,PE,Ciências Sociais Aplicadas,Desenho Industrial,1,3517,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pernambuco,PE,Engenharias,Engenharia Civil,1,7508,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Pernambuco,PE,Engenharias,Engenharia Sanitária,2,12778,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Biológicas,Bioquímica,2,11431,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências da Saúde,Enfermagem,1,21405,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências da Saúde,Farmácia,1,7917,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Exatas e da Terra,Física,1,20405,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Exatas e da Terra,Química,1,5842,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Humanas,Antropologia,2,13218,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Humanas,Filosofia,1,8457,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Humanas,História,1,7133,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Ciências Sociais Aplicadas,Economia,1,18405,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Engenharias,Engenharia de Materiais e Metalúrgica,1,19905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Santa Catarina,SC,Lingüística, Letras e Artes,Letras,4,51367,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de São Carlos,SP,Ciências Exatas e da Terra,Matemática,1,6084,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de São Carlos,SP,Engenharias,Engenharia de Materiais e Metalúrgica,2,13955,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Sao Joao Del-Rei,MG,Outra,Divulgação Científica,1,16905,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Sao Paulo,SP,Ciências Humanas,Filosofia,1,9823,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Sergipe,SE,Ciências Humanas,Sociologia,1,4630,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal de Viçosa,MG,Ciências Agrárias,Agronomia,2,14654,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal do Ceará,CE,Ciências Exatas e da Terra,Matemática,2,11459,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal do Ceará,CE,Ciências Exatas e da Terra,Química,1,6066,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal do Ceará,CE,Ciências Humanas,Filosofia,1,11151,,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal do Ceará,CE,Lingüística, Letras e Artes,Lingüística,1,8066,
2011,Demanda,Apoio a Pesquisador Visitante - APV,Universidade Federal do Espírito Santo,ES,Ciências Exatas e da Terra,Física,3,22387,,
