Ano_Fase;Fase Estat;Chamada Divulgação;Instituição_Beneficiária;UF_Instituição_Benef;Grande Área;Área;Qtd_Propostas;Total_Geral
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Piaui;PI;Ciências Agrárias;Zootecnia;1;4.930
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Botânica;2;11.856
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências da Saúde;Saúde Coletiva;1;4.878
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Astronomia;1;5.117
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Ciência da Computação;1;6.155
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Geociências;1;6.066
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Oceanografia;2;14.889
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Ciências Sociais Aplicadas;Comunicação;1;5.317
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Biomédica;3;13.550
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia de Produção;1;5.157
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Elétrica;1;3.630
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia Mecânica;3;26.606
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio de Janeiro;RJ;Lingüística, Letras e Artes;Letras;1;6.944
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Norte;RN;Ciências Biológicas;Zoologia;1;9.135
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Norte;RN;Ciências da Saúde;Educação Física;1;11.823
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Norte;RN;Ciências Sociais Aplicadas;Administração;1;7.464
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Bioquímica;1;5.878
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências da Saúde;Odontologia;1;3.930
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Ciência da Computação;1;6.378
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Física;1;5.635
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Geociências;1;3.830
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Química;1;5.878
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;Geografia;1;7.254
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;Psicologia;2;27.183
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1;5.542
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Engenharias;Engenharia Civil;2;13.485
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Engenharias;Engenharia de Materiais e Metalúrgica;2;23.687
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Engenharias;Engenharia de Produção;1;6.066
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal do Rio Grande do Sul;RS;Engenharias;Microeletrônica;3;36.435
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Fluminense;RJ;Ciências Exatas e da Terra;Matemática;2;10.143
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Fluminense;RJ;Ciências Humanas;Antropologia;1;5.817
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Fluminense;RJ;Ciências Humanas;Sociologia;1;3.978
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Rural de Pernambuco;PE;Ciências Agrárias;Agronomia;1;7.244
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Rural de Pernambuco;PE;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;5.677
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Rural de Pernambuco;PE;Ciências Sociais Aplicadas;Administração;1;7.518
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Rural do Rio de Janeiro;RJ;Ciências Agrárias;Recursos Florestais e Engenharia Florestal;1;19.405
2010;Demanda;Apoio a Pesquisador Visitante - APV;Universidade Federal Rural do Semi-Árido;RN;Ciências Agrárias;Zootecnia;1;9.569
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Associacao Brasileira de Educacao a Distancia;SP;Ciências Humanas;Educação;1;60.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Centro Internacional de Tecnologia de Software;PR;Ciências Exatas e da Terra;Ciência da Computação;1;59.980
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Empresa Brasileira de Pesquisa Agropecuaria;DF;Ciências Agrárias;Agronomia;2;49.431
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Empresa Brasileira de Pesquisa Agropecuaria;DF;Ciências Biológicas;Genética;1;46.467
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Fundacao Oswaldo Cruz;RJ;Ciências Exatas e da Terra;Tecnologia da Informação e Comunicação;1;11.150
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Instituto Federal de São Paulo;SP;Ciências Exatas e da Terra;Ciência da Computação;1;9.998
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Pontificia Universidade Catolica de Sao Paulo;SP;Ciências Humanas;Ciência Política;1;46.696
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Pontificia Universidade Catolica de Sao Paulo;SP;Ciências Sociais Aplicadas;Comunicação;1;32.362
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Rede pela Humanizacao do Parto e Nascimento;DF;Ciências da Saúde;Medicina;1;59.988
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Sociedade Brasileira de Biologia Celular;SP;Ciências Biológicas;Morfologia;1;33.200
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Sociedade Brasileira de Cirurgia de Cabeca e Pescoco;SP;Ciências da Saúde;Medicina;1;59.999
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Sociedade Brasileira de Cirurgia Laparoscopica;RJ;Ciências da Saúde;Medicina;1;60.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Catolica de Brasilia;DF;Ciências Humanas;Ciência Política;1;31.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Catolica de Pelotas;RS;Ciências Sociais Aplicadas;Serviço Social;1;18.816
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade de Sao Paulo;SP;Ciências Biológicas;Bioquímica;2;120.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade de Sao Paulo;SP;Ciências Biológicas;Parasitologia;1;27.364
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade de Sao Paulo;SP;Ciências da Saúde;Medicina;1;57.975
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade de Sao Paulo;SP;Ciências Exatas e da Terra;Física;1;59.978
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade de Sao Paulo;SP;Ciências Humanas;Filosofia;1;59.482
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade do Estado do Rio de Janeiro;RJ;Ciências Humanas;Psicologia;1;38.700
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade do Estado do Rio de Janeiro;RJ;Engenharias;Engenharia Sanitária;1;40.270
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Estadual de Feira de Santana;BA;Ciências Biológicas;Botânica;1;22.752
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Estadual de Santa Cruz;BA;Ciências Agrárias;Zootecnia;1;39.544
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Estadual do Ceara;CE;Ciências Biológicas;Botânica;1;60.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Estadual do Oeste do Parana;PR;Ciências Agrárias;Engenharia Agrícola;1;34.700
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Estadual Paulista Júlio de Mesquita Filho;SP;Ciências Humanas;Geografia;1;33.750
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal da Bahia;BA;Ciências Exatas e da Terra;Matemática;1;49.168
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Goias;GO;Ciências Exatas e da Terra;Matemática;1;49.728
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Minas Gerais;MG;Ciências Humanas;Educação;1;59.842
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Pernambuco;PE;Engenharias;Engenharia Sanitária;2;106.543
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Santa Catarina;SC;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;58.095
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Santa Maria;RS;Ciências Humanas;Filosofia;1;39.766
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Sao Paulo;SP;Ciências da Saúde;Medicina;1;52.223
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal de Sergipe;SE;Ciências Sociais Aplicadas;Comunicação;1;30.009
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Para;PA;Ciências Humanas;Geografia;1;60.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Paraná;PR;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;55.199
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Recôncavo da Bahia;BA;Ciências Agrárias;Engenharia Agrícola;1;57.956
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio de Janeiro;RJ;Ciências Biológicas;Bioquímica;1;35.576
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio de Janeiro;RJ;Ciências Exatas e da Terra;Ciências Ambientais;1;42.912
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio de Janeiro;RJ;Ciências Humanas;Antropologia;1;60.000
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio de Janeiro;RJ;Engenharias;Engenharia de Materiais e Metalúrgica;1;59.735
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio Grande;RS;Ciências Exatas e da Terra;Oceanografia;1;31.422
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio Grande do Sul;RS;Ciências Biológicas;Genética;1;59.869
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Ciências Ambientais;1;43.480
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal do Rio Grande do Sul;RS;Ciências Exatas e da Terra;Matemática;1;40.297
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal Rural de Pernambuco;PE;Ciências Exatas e da Terra;Ciências Ambientais;1;46.475
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Federal Rural do Rio de Janeiro;RJ;Ciências Humanas;História;1;52.189
2010;Demanda;Chamada MCT/CNPq Nº 08/2010 - PROSUL;Universidade Luterana do Brasil;RS;Ciências da Saúde;Medicina;1;60.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Instituto Nacional de Matemática Pura e Aplicada;RJ;Ciências Exatas e da Terra;Matemática;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade da Integração Internacional da Lusofonia Afro-Brasileira;CE;Ciências Humanas;Educação;1;39.993
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade de Sao Paulo;SP;Ciências da Saúde;Medicina;1;35.676
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade do Estado de Santa Catarina;SC;Ciências Humanas;História;1;39.705
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal da Bahia;BA;Ciências Humanas;Psicologia;1;24.562
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal de Goias;GO;Ciências Sociais Aplicadas;Turismo;1;39.998
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal de Pernambuco;PE;Ciências da Saúde;Medicina;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal de Santa Catarina;SC;Engenharias;Engenharia Sanitária;1;32.182
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal do Ceará;CE;Ciências Agrárias;Agronomia;1;39.300
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal do Espírito Santo;ES;Ciências Exatas e da Terra;Física;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal do Rio Grande do Norte;RN;Outra;Divulgação Científica;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal do Rio Grande do Sul;RS;Ciências Agrárias;Agronomia;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal do Rio Grande do Sul;RS;Ciências da Saúde;Saúde Coletiva;1;39.930
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal do Rio Grande do Sul;RS;Ciências Humanas;Psicologia;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 16/2010 - Programa de Cooperação em Ciência, Tecnologia e Inovação com Países da África - PROAFRICA;Universidade Federal Fluminense;RJ;Ciências Exatas e da Terra;Oceanografia;1;39.288
2010;Demanda;Chamada MCT/CNPq Nº 37/2010 - Programa de Cooperação em Matéria de Ciências Sociais para a Comunidade dos Países de Língua Portuguesa - PCS/CPLP;Museu Paraense Emilio Goeldi;PA;Ciências Humanas;Antropologia;1;39.800
2010;Demanda;Chamada MCT/CNPq Nº 37/2010 - Programa de Cooperação em Matéria de Ciências Sociais para a Comunidade dos Países de Língua Portuguesa - PCS/CPLP;Universidade de Brasilia;DF;Ciências Exatas e da Terra;Matemática;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 37/2010 - Programa de Cooperação em Matéria de Ciências Sociais para a Comunidade dos Países de Língua Portuguesa - PCS/CPLP;Universidade do Estado de Santa Catarina;SC;Ciências Humanas;Sociologia;1;35.972
2010;Demanda;Chamada MCT/CNPq Nº 37/2010 - Programa de Cooperação em Matéria de Ciências Sociais para a Comunidade dos Países de Língua Portuguesa - PCS/CPLP;Universidade Federal de Sergipe;SE;Ciências Humanas;Sociologia;1;39.916
2010;Demanda;Chamada MCT/CNPq Nº 37/2010 - Programa de Cooperação em Matéria de Ciências Sociais para a Comunidade dos Países de Língua Portuguesa - PCS/CPLP;Universidade Federal do Para;PA;Ciências Humanas;Ciência Política;1;40.000
2010;Demanda;Chamada MCT/CNPq Nº 37/2010 - Programa de Cooperação em Matéria de Ciências Sociais para a Comunidade dos Países de Língua Portuguesa - PCS/CPLP;Universidade Federal do Rio de Janeiro;RJ;Ciências da Saúde;Medicina;1;39.990
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Academia Brasileira de Audiologia;SP;Ciências da Saúde;Fonoaudiologia;1;149.531
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Academia Brasileira de Rinologia;SP;Ciências da Saúde;Medicina;1;60.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Academia Nacional de Cuidados Paliativos;SP;Ciências da Saúde;Medicina;1;88.206
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Ass. Bras. de Pesquisadores de Comunicacao Org. e de Relacoes Publicas;SP;Ciências Sociais Aplicadas;Comunicação;1;62.484
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Bahiana para Estudos do Figado;BA;Ciências da Saúde;Medicina;1;50.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Bras. de Centros de Info Assist Toxic. e Toxicologistas Clinicos;ES;Ciências da Saúde;Medicina;1;35.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasil de Empresas de Componentes p/ Couro, Calcados e Artefatos;RS;Engenharias;Desenho de Moda;1;65.258
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasil de Empresas de Componentes p/ Couro, Calcados e Artefatos;RS;Engenharias;Tecnologia e Inovação;1;61.650
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira da Propriedade Intelectual;RJ;Outra;Multidisciplinar;1;150.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira da Tecnologia da Borracha;SP;Ciências Exatas e da Terra;Química;1;26.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira das Instituicoes de Pesquisa Tecnologica;DF;Engenharias;Tecnologia e Inovação;1;147.127
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Aguas Subterraneas;SP;Ciências Exatas e da Terra;Geociências;1;104.700
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Antropologia;DF;Ciências Humanas;Antropologia;1;149.983
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Biologia Marinha;RJ;Ciências Exatas e da Terra;Oceanografia;1;49.336
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Centros e Museus de Ciencia;SP;Outra;Divulgação Científica;1;61.670
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Ciencia Politica;RJ;Ciências Humanas;Ciência Política;2;249.343
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Cirurgia Pediatrica;SP;Ciências da Saúde;Medicina;1;15.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Criatividade e Inovacao;SP;Ciências Humanas;Psicologia;1;51.221
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Energia Solar - Ciencia e Tecnologia;PE;Engenharias;Engenharia de Energia;1;50.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Enfermagem;DF;Ciências da Saúde;Enfermagem;1;98.421
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Engenharia Agricola;SP;Ciências Agrárias;Engenharia Agrícola;1;37.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Engenharia de Producao;RJ;Engenharias;Engenharia de Produção;2;165.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Engenharia Sanitaria e Ambiental;RJ;Engenharias;Engenharia Sanitária;1;81.400
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Ensaios nao Destrutivos e Inspecao;SP;Engenharias;Engenharia de Materiais e Metalúrgica;1;149.448
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Ensino e Pesquisa de Servico Social;DF;Ciências Sociais Aplicadas;Serviço Social;1;150.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Ergonomia;RJ;Ciências Sociais Aplicadas;Arquitetura e Urbanismo;1;70.330
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Esclerose Lateral Amiotrofica;SP;Ciências da Saúde;Medicina;1;44.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Estatistica;SP;Ciências Exatas e da Terra;Probabilidade e Estatística;1;137.005
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Estudos Populacionais;RJ;Ciências Sociais Aplicadas;Demografia;2;209.118
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Fisica Medica;SP;Engenharias;Engenharia Nuclear;1;49.637
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Fisioterapia Neurofuncional;RJ;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;29.220
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Informatica;SP;Engenharias;Engenharia Elétrica;1;50.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Jornalismo Cientifico;SP;Ciências Sociais Aplicadas;Comunicação;1;127.398
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Linguistica;RN;Lingüística, Letras e Artes;Lingüística;1;40.777
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Medicina Fisica e Reabilitacao;MG;Ciências da Saúde;Medicina;1;86.144
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Metalurgia e Materiais;SP;Ciências Exatas e da Terra;Ciência da Computação;1;43.500
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Metalurgia e Materiais;SP;Engenharias;Engenharia de Materiais e Metalúrgica;4;256.600
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Metalurgia e Materiais;SP;Engenharias;Engenharia Mecânica;1;50.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Milho e Sorgo;MG;Ciências Agrárias;Agronomia;1;75.232
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Neurologia e Psiquiatria;SP;Ciências da Saúde;Medicina;1;80.840
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Odontologia - Secao Bahia;BA;Ciências da Saúde;Odontologia;1;150.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Patologia de Organismos Aquaticos - Maringa;PR;Ciências Agrárias;Recursos Pesqueiros e Engenharia de Pesca;1;50.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Pesquisadores em Historia Economica;SP;Ciências Sociais Aplicadas;Economia;1;46.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Psicologia Organizacional e do Trabalho;DF;Ciências Humanas;Psicologia;1;156.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Psicologia Social;SP;Ciências Humanas;Psicologia;1;37.200
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Psicoterapia e Medicina Comportamental;SP;Ciências Humanas;Psicologia;1;105.400
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Quimica;RJ;Ciências Exatas e da Terra;Química;1;58.569
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Quimica;RJ;Ciências Humanas;Educação;1;10.034
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Quimica;RJ;Engenharias;Tecnologia e Inovação;1;5.290
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Radiologia Odontologica;RS;Ciências da Saúde;Odontologia;1;72.228
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Recursos Hidricos;RS;Engenharias;Engenharia Sanitária;1;105.500
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Saude Coletiva;RJ;Ciências da Saúde;Saúde Coletiva;1;150.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Stress;SP;Ciências Humanas;Psicologia;1;50.000
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira de Terapia Celular;BA;Ciências da Saúde;Medicina;1;103.250
2010;Demanda;Chamada MCT/CNPq/FINEP Nº 11/2010 - ARC;Associacao Brasileira dos Inventores e Propriedade Industrial;ES;Engenharias;Tecnologia e Inovação;1;15.000
