Ano Fase;Fase Estat;Região Inst Benef Macro;UF Inst Benef Macro;Instituição Beneficiária Macro;Modalidade;Grande Área;Área;Qtd Propostas;Total Geral (R$)
2007;Demanda;Sudeste;RJ;Universidade Federal Rural do Rio de Janeiro;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;22.200
2007;Demanda;Sudeste;SP;Associacao Nacional de Pos-Graduacao e Pesquisa em Ciencias Sociais;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciências Sociais;1;43.000
2007;Demanda;Sudeste;SP;Biblioteca Regional de Medicina;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;320.000
2007;Demanda;Sudeste;SP;Centro Brasileiro de Analise e Planejamento;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;171.060
2007;Demanda;Sudeste;SP;Centro de Estudos em Educacao e Sociedade;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;34.600
2007;Demanda;Sudeste;SP;Conselho Brasileiro de Oftalmologia;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;100.000
2007;Demanda;Sudeste;SP;Fundacao APINCO de Ciencia e Tecnologia Avicolas;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;1;21.000
2007;Demanda;Sudeste;SP;Fundacao Sistema Estadual de Analise de Dados;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Demografia;1;37.500
2007;Demanda;Sudeste;SP;Instituto Adolfo Lutz;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;30.100
2007;Demanda;Sudeste;SP;Instituto Agronomico de Campinas;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;107.316
2007;Demanda;Sudeste;SP;Instituto de Tecnologia de Alimentos;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;26.400
2007;Demanda;Sudeste;SP;Instituto Nacional de Pesquisas Espaciais;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;62.700
2007;Demanda;Sudeste;SP;Instituto Nacional de Pesquisas Espaciais;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;1;59.000
2007;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;82.954
2007;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;39.936
2007;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;10.800
2007;Demanda;Sudeste;SP;Pontificia Universidade Catolica de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;História;1;38.000
2007;Demanda;Sudeste;SP;Pro-Fono Produtos Especializados para Fonoaudiologia Ltda;Apoio a Publicações Científicas;Ciências da Saúde;Fonoaudiologia;1;84.000
2007;Demanda;Sudeste;SP;Sociedade Brasileira de Microbiologia;Apoio a Publicações Científicas;Ciências Biológicas;Microbiologia;1;52.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;52.200
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;84.472
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;2;345.795
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Genética;2;360.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;63.100
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;202.900
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Farmácia;1;62.026
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;5;510.400
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;2;156.550
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Saúde Coletiva;2;276.760
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;17.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Oceanografia;1;28.600
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;1;280.680
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;31.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;40.170
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;86.150
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;32.790
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;3;121.030
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;66.500
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;3;208.050
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Planejamento Urbano e Regional;1;86.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia de Produção;2;157.349
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia Mecânica;1;70.160
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Engenharias;Engenharia Química;1;67.600
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;36.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Outra;Ciências;1;85.000
2007;Demanda;Sudeste;SP;Universidade de Sao Paulo;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;80.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;1;128.800
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;39.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;28.800
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;168.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;39.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;64.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciências Sociais;1;75.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Engenharias;Engenharia Elétrica;1;32.000
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;7.339
2007;Demanda;Sudeste;SP;Universidade Estadual de Campinas;Apoio a Publicações Científicas;Outra;Divulgação Científica;1;20.000
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;2;148.280
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Ciência e Tecnologia de Alimentos;1;14.360
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Agrárias;Engenharia Agrícola;1;32.017
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Biológicas;Ecologia;1;49.000
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;2;164.380
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências da Saúde;Odontologia;1;222.000
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Química;1;20.000
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;84.000
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;7.500
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Ciências Humanas;Geografia;1;32.900
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;31.400
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;8.286
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Lingüística;1;25.000
2007;Demanda;Sudeste;SP;Universidade Estadual Paulista Júlio de Mesquita Filho;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;93.830
2007;Demanda;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Ciências da Saúde;Fisioterapia e Terapia Ocupacional;1;125.100
2007;Demanda;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Física;1;97.200
2007;Demanda;Sudeste;SP;Universidade Federal de São Carlos;Apoio a Publicações Científicas;Engenharias;Engenharia de Materiais e Metalúrgica;1;40.000
2007;Demanda;Sudeste;SP;Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;117.000
2007;Demanda;Sudeste;SP;Universidade Federal de Sao Paulo;Apoio a Publicações Científicas;Ciências da Saúde;Medicina;4;446.853
2007;Demanda;Sudeste;SP;Universidade Metodista de Sao Paulo;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Comunicação;1;7.000
2007;Demanda;Sudeste;SP;Universidade São Francisco;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;19.000
2007;Demanda;Sudeste;SP;Universidade Sao Judas Tadeu;Apoio a Publicações Científicas;Ciências Biológicas;Morfologia;1;17.000
2007;Demanda;Sul;PR;Universidade Estadual de Londrina;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;29.700
2007;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;45.000
2007;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Agrárias;Zootecnia;1;39.000
2007;Demanda;Sul;PR;Universidade Estadual de Maringá;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;39.000
2007;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Biologia Geral;1;351.047
2007;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;2;131.200
2007;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;1;35.500
2007;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Ciência Política;1;25.000
2007;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;16.000
2007;Demanda;Sul;PR;Universidade Federal do Paraná;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Economia;1;18.000
2007;Demanda;Sul;RS;Fundacao Zoobotanica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;25.000
2007;Demanda;Sul;RS;Fundacao Zoobotanica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;73.200
2007;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Educação;1;27.636
2007;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;42.800
2007;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;História;1;6.800
2007;Demanda;Sul;RS;Pontifícia Universidade Católica do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;34.680
2007;Demanda;Sul;RS;Universidade do Vale do Rio dos Sinos;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;99.800
2007;Demanda;Sul;RS;Universidade Estadual do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;123.000
2007;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;132.300
2007;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;50.000
2007;Demanda;Sul;RS;Universidade Federal de Santa Maria;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;30.000
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Biológicas;Zoologia;1;64.400
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Exatas e da Terra;Geociências;3;73.200
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Antropologia;1;27.300
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;2;129.700
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Ciências Humanas;Sociologia;1;29.000
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Civil;1;54.625
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Engenharias;Engenharia Sanitária;1;117.000
2007;Demanda;Sul;RS;Universidade Federal do Rio Grande do Sul;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Artes;1;15.260
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências da Saúde;Enfermagem;1;80.420
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Educação;2;59.540
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Filosofia;1;4.000
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Humanas;Psicologia;1;45.292
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Serviço Social;1;11.500
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Lingüística, Letras e Artes;Letras;1;28.500
2007;Demanda;Sul;SC;Universidade Federal de Santa Catarina;Apoio a Publicações Científicas;Outra;Multidisciplinar;1;76.920
2008;Demanda;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Apoio a Publicações Científicas;Ciências Agrárias;Agronomia;1;51.910
2008;Demanda;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Apoio a Publicações Científicas;Ciências Agrárias;Medicina Veterinária;1;186.080
2008;Demanda;Centro-Oeste;DF;Empresa Brasileira de Pesquisa Agropecuaria;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;42.800
2008;Demanda;Centro-Oeste;DF;Instituto Brasileiro de Informacoes em Ciencia e Tecnologia;Apoio a Publicações Científicas;Ciências Sociais Aplicadas;Ciência da Informação;1;32.100
2008;Demanda;Centro-Oeste;DF;Sociedade Botanica do Brasil - DF;Apoio a Publicações Científicas;Ciências Biológicas;Botânica;1;98.000
